Machine_ID,Machine_Type,Installation_Year,Operational_Hours,Temperature_C,Vibration_mms,Sound_dB,Oil_Level_pct,Coolant_Level_pct,Power_Consumption_kW,Last_Maintenance_Days_Ago,Maintenance_History_Count,Failure_History_Count,AI_Supervision,Error_Codes_Last_30_Days,Remaining_Useful_Life_days,Failure_Within_7_Days,Laser_Intensity,Hydraulic_Pressure_bar,Coolant_Flow_L_min,Heat_Index,AI_Override_Events
MC_027750,Carton_Former,2023,41017,64.72,9.81,60.68,61.77,53.55,82.21,105,2,3,FALSE,0,549,FALSE,,,,,0
MC_027888,Carton_Former,2015,51017,57.94,7.02,88.79,100,100,269.78,131,4,2,TRUE,0,365,FALSE,,,,,1
MC_027922,CNC_Mill,2020,87186,71.2,7.03,72.73,74.37,59.63,26.75,128,8,1,FALSE,2,35,FALSE,,,39.3,,0
MC_027995,Labeler,2015,91547,65.19,8.29,88.97,74.03,47.36,31.1,281,6,1,FALSE,3,79,FALSE,,,,,0
MC_028079,Injection_Molder,2016,68713,63.66,15.37,63.92,72.46,79.44,128.63,326,3,2,FALSE,5,265,FALSE,,100.51,,,0
MC_028144,Shrink_Wrapper,2019,53833,59.83,12.86,80.1,97.9,81.03,143.74,290,5,1,FALSE,3,306,FALSE,,,,,0
MC_028186,Dryer,2022,47510,53.21,10.73,68.31,83.69,57.66,13.09,84,6,3,FALSE,2,465,FALSE,,,,,0
MC_028202,Valve_Controller,2025,95735,62.7,9.28,75.9,58.99,69.37,212.1,305,4,3,TRUE,3,0,TRUE,,,,,3
MC_028218,Carton_Former,2021,2634,33.74,11.11,84.71,51.01,100,279.06,30,6,0,TRUE,3,886,FALSE,,,,,3
MC_028267,CNC_Lathe,2022,485,83.17,11.62,65.62,100,33.53,140.38,90,2,3,TRUE,4,950,FALSE,,,44.9,,3
MC_028343,Vision_System,2024,99822,38.07,16.98,74.63,52.39,100,236.7,176,11,4,FALSE,3,0,TRUE,,,,,0
MC_028442,Shrink_Wrapper,2021,29517,73.92,3.09,73.01,51.55,46.22,47.76,143,3,5,FALSE,3,638,FALSE,,,,,0
MC_028563,CNC_Mill,2023,70344,58.29,5.31,56.48,80.28,67.23,152.36,92,4,2,FALSE,3,227,FALSE,,,34.9,,0
MC_028616,Vision_System,2021,13891,40.1,12.08,87.93,62.78,34.86,192.32,63,3,1,FALSE,4,874,FALSE,,,,,0
MC_028658,Injection_Molder,2021,87784,100.17,9.83,78.98,100,78.51,166.46,183,7,3,FALSE,1,5,TRUE,,123.92,,,0
MC_028701,Valve_Controller,2022,19144,59.66,11.82,75.51,76.32,100,212.61,317,5,3,FALSE,5,806,FALSE,,,,,0
MC_028705,Carton_Former,2018,75570,32.82,25.66,85.96,34.79,67.4,175.26,159,7,2,FALSE,4,175,FALSE,,,,,0
MC_028716,Mixer,2021,42543,59.44,8.14,93.63,73.39,55.89,246.25,45,3,2,FALSE,3,488,FALSE,,,,,0
MC_028744,Automated_Screwdriver,2024,97425,74.05,6.73,94.11,68.5,45.88,229.37,46,5,2,TRUE,5,0,TRUE,,,,,1
MC_028948,AGV,2024,28009,40.97,8.73,62.82,50.05,40.05,239.97,311,8,2,FALSE,4,652,FALSE,,,,,0
MC_028961,Forklift_Electric,2022,20199,37.72,16.1,84.35,97.52,66.44,-19.63,251,9,4,FALSE,2,776,FALSE,,,,,0
MC_028984,3D_Printer,2020,82262,83,10.22,72.58,94.63,72.49,-1.93,55,2,2,FALSE,3,69,FALSE,,,,,0
MC_029151,Vacuum_Packer,2024,23340,83.89,10.6,70.8,100,88.59,159.61,336,5,1,FALSE,2,742,FALSE,,,,,0
MC_029183,Industrial_Chiller,2016,4977,60.6,15.33,85.52,78.11,76.43,96.99,261,5,2,FALSE,7,907,FALSE,,,38.12,,0
MC_029209,Hydraulic_Press,2019,89728,60.44,20.22,72,43.67,97.65,147.75,22,3,1,FALSE,2,58,FALSE,,129.09,,,0
MC_029292,Injection_Molder,2016,60668,77.26,23.45,64.32,79.63,67.13,-19.83,67,3,1,TRUE,5,282,FALSE,,109.97,,,0
MC_029308,Press_Brake,2024,37363,46.41,12.28,83.41,41.4,82.3,109.83,355,4,1,TRUE,3,584,FALSE,,,,,1
MC_029330,Shuttle_System,2023,27657,71.85,11.68,72.39,39.02,90.32,30.14,38,1,3,TRUE,1,672,FALSE,,,,,3
MC_029357,Mixer,2024,57075,55.24,18.89,72.76,96.36,64.04,248.79,209,7,3,FALSE,2,387,FALSE,,,,,0
MC_029429,AGV,2018,59554,66.37,6.18,63.74,43.96,99.79,128.21,90,5,1,FALSE,2,329,FALSE,,,,,0
MC_029438,Compressor,2023,68026,68.09,7.32,54.56,67.14,54.51,115.41,188,3,2,TRUE,3,213,FALSE,,,,,1
MC_029522,CNC_Lathe,2023,21018,71.18,24.31,75.53,63.06,47.33,283.33,188,4,2,FALSE,1,698,FALSE,,,28.29,,0
MC_029534,Press_Brake,2018,19170,78.64,12.04,77.43,57.81,88.02,150.38,340,3,2,FALSE,4,766,FALSE,,,,,0
MC_029558,Grinder,2023,77809,67.25,19.73,84.94,34.02,32.42,207.9,38,4,1,TRUE,4,102,FALSE,,,,,5
MC_029611,Compressor,2025,68500,61.29,12.72,65.74,63.83,19.91,213.83,88,7,1,FALSE,4,205,FALSE,,,,,0
MC_029663,3D_Printer,2021,19664,57.53,6.1,75.25,79.5,49.22,235.85,176,6,5,FALSE,3,750,FALSE,,,,,0
MC_029691,Mixer,2018,95731,39.67,5.44,83.35,25.47,0,161.51,255,5,1,FALSE,2,0,TRUE,,,,,0
MC_029767,Grinder,2017,89570,53.64,10.91,76.75,64.43,66.37,228.24,121,3,0,TRUE,4,144,FALSE,,,,,2
MC_029792,Mixer,2020,17733,61.17,12.31,78.64,71.4,91.82,116.18,49,4,2,FALSE,2,825,FALSE,,,,,0
MC_029838,Shrink_Wrapper,2019,17219,54.74,8.92,96.63,70.13,69.92,156.63,104,5,2,TRUE,4,753,FALSE,,,,,3
MC_029928,Shuttle_System,2016,74011,50.17,0.42,60.96,65.81,55.38,154.63,74,4,1,TRUE,5,241,FALSE,,,,,2
MC_029934,3D_Printer,2024,61481,64.63,17.95,75.8,86.7,78,52.21,50,6,1,FALSE,5,309,FALSE,,,,,0
MC_030072,3D_Printer,2018,86997,91.07,18.42,63.58,77.66,50.81,118.37,224,7,1,FALSE,2,124,FALSE,,,,,0
MC_030082,Forklift_Electric,2016,64397,73.51,9.23,77.82,87.88,56.31,88.71,207,2,1,FALSE,3,409,FALSE,,,,,0
MC_030128,Shuttle_System,2017,80752,29.84,10.12,78.16,56.93,100,70.79,51,3,1,FALSE,8,131,FALSE,,,,,0
MC_030153,XRay_Inspector,2015,86869,50.65,2.69,91.76,47.2,100,34.09,257,10,0,TRUE,1,47,FALSE,,,,,2
MC_030155,Carton_Former,2023,18022,54.62,8.38,67.86,72.2,63.88,303.47,73,5,2,FALSE,2,751,FALSE,,,,,0
MC_030180,Forklift_Electric,2019,56167,66.71,9.31,93.69,81.16,84.34,267.31,244,4,4,FALSE,6,363,FALSE,,,,,0
MC_030246,Crane,2019,81751,82.16,11.63,68.04,87.87,35.5,228.57,196,8,2,TRUE,2,51,FALSE,,,,,3
MC_030266,Grinder,2022,6098,66.84,7,99.79,51.44,77.29,221.26,218,4,1,TRUE,8,878,FALSE,,,,,3
MC_030315,Forklift_Electric,2017,96207,87.29,-4.37,80.31,73.38,34.1,100.54,47,3,1,FALSE,4,0,TRUE,,,,,0
MC_030362,Injection_Molder,2025,22975,52.63,4.43,71.35,100,64.56,149.87,18,7,2,FALSE,4,727,FALSE,,133.71,,,0
MC_030376,Automated_Screwdriver,2024,85659,61.57,13.38,86.4,48.48,80.41,95.53,347,7,2,FALSE,1,38,FALSE,,,,,0
MC_030422,AGV,2017,62034,64.55,19.39,84.78,58.57,58.77,66.61,316,2,5,FALSE,7,204,FALSE,,,,,0
MC_030473,Robot_Arm,2023,289,54.92,3.85,72.91,100,84.43,156.54,292,6,1,FALSE,4,1010,FALSE,,,,,0
MC_030501,Industrial_Chiller,2019,89150,78.95,8.25,89.14,85.37,86.16,111.08,81,3,3,FALSE,2,100,FALSE,,,42.31,,0
MC_030507,Valve_Controller,2015,85766,55.31,7.17,69.7,96.07,74.75,129.65,100,5,0,TRUE,6,23,FALSE,,,,,3
MC_030524,Heat_Exchanger,2025,38120,58.48,13.72,70.78,75.56,65.46,148.84,282,10,2,TRUE,4,515,FALSE,,,,462.04,2
MC_030544,Automated_Screwdriver,2020,83126,52.22,10.49,78.26,77.59,33.5,173.14,130,2,4,TRUE,2,83,FALSE,,,,,1
MC_030551,Labeler,2017,82541,83.31,13.15,97.7,100,76.13,140.85,167,3,1,TRUE,3,150,FALSE,,,,,2
MC_030581,Shuttle_System,2019,93102,58.14,11.45,86.66,51.17,46.79,175.66,0,6,2,FALSE,3,65,FALSE,,,,,0
MC_030653,CNC_Lathe,2017,14510,55.23,5.34,92.18,48.94,56.21,260.77,274,4,5,TRUE,2,807,FALSE,,,38.67,,2
MC_030717,XRay_Inspector,2025,36170,51.44,12.74,84.32,100,14.32,109.59,141,8,2,FALSE,1,578,FALSE,,,,,0
MC_030758,Compressor,2020,78381,87.16,10.54,77.02,79.13,80.78,107.04,355,2,3,FALSE,5,203,FALSE,,,,,0
MC_030792,Conveyor_Belt,2015,76188,53.65,6.28,74.2,75.86,65.96,76.72,277,3,1,TRUE,4,259,FALSE,,,,,4
MC_030857,Valve_Controller,2015,65188,94.56,3.78,84.66,49.61,70.31,234.77,278,1,0,FALSE,2,290,FALSE,,,,,0
MC_030944,Compressor,2015,48344,56.81,12.23,66.29,70.81,64.87,226.16,14,5,2,TRUE,0,442,FALSE,,,,,3
MC_030956,Palletizer,2025,41704,60.98,8.8,67.07,74.27,93.63,167.47,112,7,0,FALSE,1,507,FALSE,,,,,0
MC_030959,Robot_Arm,2015,45942,29.69,12.19,64.76,70.39,94.78,157.14,326,7,3,FALSE,1,488,FALSE,,,,,0
MC_031122,Heat_Exchanger,2016,83840,53.77,12.54,66.11,92.45,100,120.94,67,5,1,TRUE,3,100,FALSE,,,,519.65,2
MC_031131,Crane,2022,70217,62.19,11.24,79.4,63.7,54.29,26.75,35,6,4,FALSE,6,251,FALSE,,,,,0
MC_031157,CNC_Mill,2020,14766,77.01,18.44,68.09,90.41,99.14,108.82,203,7,2,FALSE,3,679,FALSE,,,25.73,,0
MC_031194,Robot_Arm,2021,38680,48.3,12.7,79.6,64.95,46.12,123.51,144,10,0,FALSE,6,572,FALSE,,,,,0
MC_031200,Hydraulic_Press,2021,63093,58.3,13.12,67.27,68.84,61.31,-124.95,150,5,1,FALSE,3,316,FALSE,,130.4,,,0
MC_031223,XRay_Inspector,2017,82648,53.7,10.64,74.75,71.02,81.33,-64.28,186,6,3,TRUE,1,83,FALSE,,,,,0
MC_031252,Palletizer,2020,28702,57.52,4.04,85.93,100,79.37,90.01,60,5,1,FALSE,5,624,FALSE,,,,,0
MC_031290,Industrial_Chiller,2025,54963,78.64,5.88,77.42,91.94,100,168.31,296,6,1,FALSE,1,445,FALSE,,,21.34,,0
MC_031411,Injection_Molder,2020,26627,76.09,6.14,84.48,82.72,66.32,71.98,240,6,4,FALSE,1,652,FALSE,,134.16,,,0
MC_031682,Grinder,2022,75618,69.81,12.55,65.73,79.28,28.83,205.35,180,4,0,FALSE,1,239,FALSE,,,,,0
MC_031765,Press_Brake,2022,53529,64.84,13.09,79.66,79.03,77.81,197.78,61,11,0,TRUE,4,392,FALSE,,,,,1
MC_031917,3D_Printer,2021,8779,70.1,16.77,87.17,63.09,38.26,230.85,129,1,0,FALSE,2,852,FALSE,,,,,0
MC_031939,Pump,2022,64628,77.76,8.46,78.35,69.01,71.3,11.9,316,4,4,FALSE,1,263,FALSE,,,,,0
MC_031952,Furnace,2019,69424,50.06,6.56,65.86,86.66,85.48,129.71,189,2,4,FALSE,2,215,FALSE,,,,500.16,0
MC_032018,XRay_Inspector,2022,5567,69.56,7.05,71.09,66.49,79.69,199.83,230,4,2,TRUE,3,891,FALSE,,,,,3
MC_032050,Shuttle_System,2016,39656,101.76,16.26,91.67,56.76,83.89,179.76,187,7,2,FALSE,2,477,FALSE,,,,,0
MC_032089,XRay_Inspector,2024,42147,37.28,10.64,73.5,47.45,66.71,334.02,231,6,1,FALSE,7,451,FALSE,,,,,0
MC_032143,Pick_and_Place,2015,10870,89.53,9.26,85.3,88.72,69.23,165.8,140,7,3,FALSE,1,827,FALSE,,,,,0
MC_032174,CNC_Mill,2024,41345,58.81,10.48,81.72,78.25,70.75,176.15,152,7,1,FALSE,4,489,FALSE,,,37.92,,0
MC_032209,Conveyor_Belt,2023,45781,63.79,13.77,100.18,87.82,30.5,180.04,298,5,1,FALSE,3,433,FALSE,,,,,0
MC_032240,Vision_System,2018,70601,49.38,12.25,77.61,53.71,74.09,34.36,317,4,2,FALSE,5,214,FALSE,,,,,0
MC_032269,Mixer,2020,87581,81.72,3.51,62.03,96.54,56.45,166.33,342,5,0,FALSE,5,0,TRUE,,,,,0
MC_032279,Forklift_Electric,2018,44566,32.45,12.29,55.21,58.38,65.64,174.04,166,6,3,FALSE,3,553,FALSE,,,,,0
MC_032331,Compressor,2023,56067,36.44,18.26,75.5,21.93,73.67,117.34,53,9,6,FALSE,3,269,FALSE,,,,,0
MC_032388,XRay_Inspector,2021,3827,54.9,15.89,79.34,77.83,79.95,127.04,11,4,2,FALSE,2,939,FALSE,,,,,0
MC_032396,Robot_Arm,2016,27407,81.41,0.86,65.76,80.78,95.53,307.94,102,6,2,TRUE,3,632,FALSE,,,,,1
MC_032415,Boiler,2025,15244,55.48,3.53,95.72,54.93,99.05,110.81,7,7,2,TRUE,1,806,FALSE,,,,463.31,5
MC_032556,Labeler,2016,67696,76.71,14.43,90.72,71.13,65.33,60.27,7,2,2,FALSE,4,226,FALSE,,,,,0
MC_032679,Boiler,2022,54609,54.08,15.25,67.09,99.75,41.12,99.46,328,2,2,FALSE,4,312,FALSE,,,,444.88,0
MC_032717,CNC_Lathe,2016,70049,76.44,11.87,87.05,58.3,91.06,101.47,54,5,0,FALSE,4,227,FALSE,,,39.77,,0
MC_032797,Injection_Molder,2021,25831,66.52,15.77,77.96,37.95,81.15,46.68,299,4,2,TRUE,3,640,FALSE,,133.05,,,1
MC_032888,Injection_Molder,2017,87829,71.48,5.59,83.45,57.91,88.08,120.18,180,4,2,FALSE,4,44,FALSE,,118.17,,,0
MC_032904,Valve_Controller,2017,85341,69.44,7.97,86.04,83.3,78.82,155.82,153,5,5,TRUE,5,113,FALSE,,,,,0
MC_032943,AGV,2016,80067,77.12,12.48,79.94,61.56,66.51,40.05,108,4,3,FALSE,4,100,FALSE,,,,,0
MC_032959,Valve_Controller,2022,50722,34.64,14.93,95.85,50.35,74.58,161.56,213,5,1,FALSE,1,440,FALSE,,,,,0
MC_032969,Laser_Cutter,2021,53958,49.63,9.42,67.75,64.6,99.22,65.22,92,4,1,TRUE,3,346,FALSE,86.93,,,,3
MC_032991,CNC_Mill,2016,76151,45.39,15.37,70.8,79.1,52.03,199.08,181,5,2,TRUE,5,198,FALSE,,,35.33,,2
MC_033014,Heat_Exchanger,2018,12053,96.21,13.33,72.33,100,100,209.86,70,2,2,TRUE,3,825,FALSE,,,,466.41,0
MC_033147,Industrial_Chiller,2024,79491,48.06,4.53,89.62,65.42,43.18,210.63,131,2,1,TRUE,6,135,FALSE,,,45.35,,2
MC_033240,Press_Brake,2023,59351,43.44,9.93,95.11,64.88,24.58,164.74,28,3,5,FALSE,3,456,FALSE,,,,,0
MC_033456,CNC_Mill,2017,84494,45.36,6.16,72.12,82.84,48.96,82.84,50,4,3,FALSE,3,132,FALSE,,,45.36,,0
MC_033495,Dryer,2024,11220,67.26,9.58,91.33,67.97,53.74,220.63,315,7,2,FALSE,1,843,FALSE,,,,,0
MC_033531,Injection_Molder,2015,97410,83.25,8.72,84.95,52.07,58.17,99.29,76,6,4,FALSE,4,0,TRUE,,114.6,,,0
MC_033534,Furnace,2016,64259,26.59,14.85,80.6,50.18,79.73,168.43,291,6,2,FALSE,3,309,FALSE,,,,479.7,0
MC_033540,Compressor,2015,142,53.75,13.69,91.26,100,64.87,267.73,217,8,1,FALSE,1,919,FALSE,,,,,0
MC_033629,Crane,2018,48687,61.88,8.19,56.47,84.12,60.34,195.28,360,3,2,TRUE,4,589,FALSE,,,,,6
MC_033708,Hydraulic_Press,2023,24074,30.1,20.54,95.6,86.88,100,86.94,71,3,1,TRUE,4,681,FALSE,,152.45,,,0
MC_033834,Valve_Controller,2017,51635,27.61,22.36,66.63,93.8,77.75,110.5,174,3,0,TRUE,2,508,FALSE,,,,,3
MC_033888,AGV,2025,88025,50.89,10.41,57.78,69.77,65.45,279.36,328,3,1,TRUE,3,135,FALSE,,,,,0
MC_033895,CNC_Lathe,2024,97279,60.1,0.81,78.08,91.57,65.25,100.12,166,5,3,FALSE,3,0,TRUE,,,46.58,,0
MC_033898,Labeler,2018,75610,37.36,12.91,83.27,45.13,44.21,187.48,45,2,2,FALSE,3,220,FALSE,,,,,0
MC_033920,Pick_and_Place,2015,85209,66.66,16.23,70,66.68,67.42,111.29,27,5,1,TRUE,2,118,FALSE,,,,,1
MC_033924,Conveyor_Belt,2016,14859,102.36,7.27,83.21,67.2,81.89,254.67,197,10,4,FALSE,3,795,FALSE,,,,,0
MC_033936,Shrink_Wrapper,2025,27977,59.91,16.17,78.11,96.18,62.78,184.43,201,3,5,FALSE,1,601,FALSE,,,,,0
MC_034077,Conveyor_Belt,2023,49114,63.99,18.63,74.73,79.74,68.86,60.36,263,3,4,FALSE,3,432,FALSE,,,,,0
MC_034217,Valve_Controller,2019,1337,50.25,11.79,69.84,45.76,70.22,128.69,44,2,3,TRUE,1,902,FALSE,,,,,1
MC_034222,Vision_System,2019,87287,45.73,13.82,87.06,85.98,35.23,101.27,189,3,2,FALSE,3,49,FALSE,,,,,0
MC_034227,Pick_and_Place,2021,36881,43.78,15.49,90.54,44.25,100,81.04,190,7,3,TRUE,0,591,FALSE,,,,,1
MC_034268,Conveyor_Belt,2020,99435,62.35,2.31,81.3,70,35.07,81.93,353,7,1,TRUE,3,0,TRUE,,,,,1
MC_034295,Crane,2020,63008,66.37,9.12,60.8,80.81,52.04,49.38,265,5,2,FALSE,5,303,FALSE,,,,,0
MC_034305,Press_Brake,2015,42451,85.13,13.17,78.79,46.45,34.43,145.82,212,5,0,FALSE,5,453,FALSE,,,,,0
MC_034361,Shrink_Wrapper,2017,11897,85.31,16.36,76.25,24.51,66.34,131.29,151,2,3,TRUE,1,821,FALSE,,,,,0
MC_034368,3D_Printer,2023,84335,65.06,10.91,85.5,67.67,77.82,87.69,30,4,1,TRUE,4,96,FALSE,,,,,2
MC_034412,Grinder,2018,94957,27.2,3.46,71.73,71.68,100,103.01,136,4,0,TRUE,2,0,TRUE,,,,,1
MC_034622,Grinder,2017,54352,78.02,13.5,72.87,100,66.01,89.25,7,2,2,FALSE,3,400,FALSE,,,,,0
MC_034711,Shuttle_System,2015,78280,57.1,8.16,68.6,91.83,58.47,184.17,321,4,3,FALSE,4,234,FALSE,,,,,0
MC_034741,Laser_Cutter,2025,62768,51.2,-1.79,81.27,100,100,189.16,206,5,2,TRUE,2,284,FALSE,81.57,,,,1
MC_034962,Conveyor_Belt,2022,64584,61.86,11.47,94.58,83.18,88.07,25.1,263,6,3,FALSE,0,298,FALSE,,,,,0
MC_035051,CNC_Mill,2022,71926,65.23,17.4,49.92,89.45,73.69,148.85,281,6,2,FALSE,0,234,FALSE,,,38.22,,0
MC_035109,Dryer,2019,1272,70.16,11.2,66.18,81.38,67.13,160.19,150,3,2,TRUE,3,1004,FALSE,,,,,1
MC_035275,Press_Brake,2025,69869,59.99,12.29,58.97,100,24.7,317.06,88,4,4,TRUE,8,272,FALSE,,,,,2
MC_035288,Boiler,2024,63654,71.75,5.63,76.58,55.98,55.08,157.42,316,7,4,FALSE,4,389,FALSE,,,,460.48,0
MC_035387,Furnace,2020,39671,74.25,16.92,88.31,40.54,50.08,223.26,167,10,2,FALSE,3,558,FALSE,,,,460.04,0
MC_035490,Robot_Arm,2019,81897,56.58,12.25,69.91,69.89,23.96,42.55,307,4,4,FALSE,2,108,FALSE,,,,,0
MC_035567,Shrink_Wrapper,2016,12935,69.96,11.44,71.89,81.64,31.77,68.57,168,2,1,FALSE,1,779,FALSE,,,,,0
MC_035568,CNC_Mill,2016,91259,63.02,8.44,93.18,79.71,100,10.33,355,4,0,FALSE,2,17,FALSE,,,32.93,,0
MC_035610,Forklift_Electric,2023,19520,77.36,11.22,76.22,35.84,75.75,188.94,228,7,2,FALSE,3,728,FALSE,,,,,0
MC_035635,Crane,2021,77608,104.13,9.6,65.67,87.52,37.12,207.58,47,5,1,FALSE,2,59,FALSE,,,,,0
MC_035667,Valve_Controller,2024,27685,64.38,8.34,79.43,64.72,41,185.04,161,6,2,FALSE,5,641,FALSE,,,,,0
MC_035812,Carton_Former,2025,22473,103.04,11.52,68.94,56.25,71.23,97.36,196,3,2,TRUE,2,680,FALSE,,,,,3
MC_035833,Pick_and_Place,2021,16095,85.55,15.25,74.61,58.71,56.86,233.67,246,3,2,TRUE,1,748,FALSE,,,,,1
MC_036020,Hydraulic_Press,2025,33956,53.3,-0.71,80.46,89.44,43.87,219.05,144,10,2,FALSE,1,655,FALSE,,109.21,,,0
MC_036031,Palletizer,2020,33385,37.58,6.31,78.12,92.31,46.37,170.02,113,5,1,TRUE,1,635,FALSE,,,,,1
MC_036062,Pump,2021,55106,55.65,4.93,85.18,71.55,71.99,311.52,29,7,2,TRUE,2,357,FALSE,,,,,1
MC_036120,Laser_Cutter,2018,45890,67.08,14.51,97.61,56.06,40.24,72.9,191,9,2,TRUE,3,487,FALSE,71.56,,,,1
MC_036141,Shuttle_System,2022,63449,58.46,19.41,65.98,90.2,43.21,82.02,332,10,0,TRUE,1,346,FALSE,,,,,3
MC_036176,Compressor,2019,31788,70.96,12.28,83.03,49.07,34.71,188.7,182,7,2,FALSE,0,647,FALSE,,,,,0
MC_036254,Dryer,2023,34047,51.39,9.52,92.31,55.17,70.95,15.32,12,10,0,FALSE,1,501,FALSE,,,,,0
MC_036302,Shuttle_System,2019,37003,64.65,10.58,71.55,65.02,58.47,44.58,258,2,5,FALSE,2,509,FALSE,,,,,0
MC_036390,Compressor,2017,14787,26.05,9.07,82.54,40.65,57.92,92.38,84,5,3,FALSE,3,815,FALSE,,,,,0
MC_036402,Forklift_Electric,2023,19259,52.89,13.41,93.96,49.42,80.51,18.61,186,3,1,FALSE,2,704,FALSE,,,,,0
MC_036430,Palletizer,2018,72679,85.33,16.66,60.75,76.83,33.98,206.69,294,4,1,FALSE,0,231,FALSE,,,,,0
MC_036564,Laser_Cutter,2016,41759,70.22,12.81,76.41,67.98,47.92,132.9,237,6,5,TRUE,5,555,FALSE,70.35,,,,0
MC_036592,CNC_Lathe,2022,30688,68.54,9.25,92.13,94.29,30.25,269.37,112,8,5,TRUE,3,750,FALSE,,,48.91,,3
MC_036686,Palletizer,2015,4037,61.84,10.1,57.2,53.87,67.65,93.5,257,4,4,FALSE,3,880,FALSE,,,,,0
MC_036744,Compressor,2024,50689,24.4,10.14,81.95,73.16,31.5,126.88,266,3,2,FALSE,0,440,FALSE,,,,,0
MC_036747,Boiler,2020,98691,50.25,16.41,83.97,43.69,20.71,272.78,191,2,2,FALSE,5,0,TRUE,,,,414.7,0
MC_036809,Pick_and_Place,2018,70421,91.8,5.61,72.18,92.83,70.87,91.03,110,8,5,FALSE,4,275,FALSE,,,,,0
MC_036857,Boiler,2022,7232,54.53,15.84,81.88,69.81,68.24,151.98,246,3,3,FALSE,4,904,FALSE,,,,482.46,0
MC_037011,Press_Brake,2023,8667,43.84,15.94,67.55,73.81,35.97,204.78,323,4,3,FALSE,3,815,FALSE,,,,,0
MC_037020,Grinder,2016,1513,74.77,10.81,69.66,86.87,78.21,188.82,14,4,3,FALSE,2,834,FALSE,,,,,0
MC_037021,CNC_Mill,2024,21913,56.19,0.56,56.14,38.64,49.95,83.88,364,11,4,FALSE,0,790,FALSE,,,51.59,,0
MC_037148,Automated_Screwdriver,2020,92983,76.21,13.48,53.21,50.6,94.97,81.71,112,5,1,FALSE,1,90,FALSE,,,,,0
MC_037181,Shuttle_System,2023,37447,69.56,14.39,68.28,70.05,73.29,129.57,56,4,1,FALSE,7,621,FALSE,,,,,0
MC_037187,Valve_Controller,2018,98126,66.43,4.56,72.21,36.43,49.22,121.58,11,3,2,FALSE,3,0,TRUE,,,,,0
MC_037201,Shrink_Wrapper,2024,37529,54,6.64,74.2,57,38.67,107.4,240,6,1,TRUE,4,532,FALSE,,,,,1
MC_037313,Industrial_Chiller,2016,66943,74.65,7.68,78.88,82.38,94,66.53,289,7,3,FALSE,1,154,FALSE,,,28.85,,0
MC_037322,Robot_Arm,2021,88362,61.72,12.88,99.4,90.72,48.13,174.46,295,9,2,TRUE,3,101,FALSE,,,,,1
MC_037409,Heat_Exchanger,2021,41051,88.31,7.55,90.05,70.82,83.09,137.98,40,10,2,TRUE,5,562,FALSE,,,,453.27,0
MC_037415,Shuttle_System,2017,87092,83.59,10.16,77.94,47.67,53.84,285.4,53,6,2,TRUE,1,88,FALSE,,,,,9
MC_037420,Carton_Former,2023,25355,64.21,3.5,74.67,98.59,80.04,97.39,163,3,3,FALSE,3,654,FALSE,,,,,0
MC_037441,Forklift_Electric,2021,12484,50.83,12.21,80.88,26.01,47.44,222.88,209,6,1,FALSE,5,845,FALSE,,,,,0
MC_037481,Boiler,2018,41839,69.26,11.36,74.39,72.33,91.74,185.49,43,3,4,TRUE,2,537,FALSE,,,,506.62,2
MC_037568,Mixer,2015,76921,56.66,-3.43,88.95,53.56,59.33,200.41,66,5,3,FALSE,1,209,FALSE,,,,,0
MC_037698,Automated_Screwdriver,2017,43047,64.29,8.62,87.33,28.78,99.8,202.1,346,7,1,FALSE,3,490,FALSE,,,,,0
MC_037723,Valve_Controller,2018,98192,55,9.59,84.37,95.47,44.09,146.2,132,5,3,FALSE,2,0,TRUE,,,,,0
MC_037815,Grinder,2025,6049,40.14,9.77,59.5,92.82,35.22,270.69,82,5,3,TRUE,2,859,FALSE,,,,,6
MC_037946,CMM,2019,27122,69.92,6.79,78.34,74.08,74.12,146.22,151,1,0,TRUE,1,609,FALSE,,,,,2
MC_037995,CNC_Mill,2015,63535,86.92,14.09,63.06,63.48,85.33,235.79,245,5,3,TRUE,3,270,FALSE,,,36.5,,1
MC_038273,Press_Brake,2024,37338,71.23,2.37,92.89,100,59.41,-36.87,240,5,1,FALSE,3,618,FALSE,,,,,0
MC_038301,Vision_System,2024,4877,63.66,5.72,85.5,35.7,66.87,136.11,317,6,0,FALSE,3,896,FALSE,,,,,0
MC_038318,Mixer,2024,6250,53.95,10.29,72.57,92.52,50.4,180.2,99,8,2,TRUE,0,918,FALSE,,,,,0
MC_038661,AGV,2023,28733,77.72,7.12,62.46,65.68,71.3,122.55,288,6,2,TRUE,2,591,FALSE,,,,,2
MC_038735,Automated_Screwdriver,2016,15459,62.57,8.64,101.36,53.23,59.64,304.05,203,3,3,FALSE,8,784,FALSE,,,,,0
MC_038820,Press_Brake,2023,63121,63.78,15.14,67.97,56.62,43.33,220.76,144,4,4,FALSE,5,339,FALSE,,,,,0
MC_038848,Crane,2021,99344,73.2,0.49,64.24,93.69,100,210.5,98,6,2,FALSE,0,0,TRUE,,,,,0
MC_038897,Pump,2025,70698,41.13,8.85,86.23,49.6,65.7,267.37,211,7,2,FALSE,2,194,FALSE,,,,,0
MC_038899,Compressor,2022,11267,40.67,7.09,75.74,60.66,50.6,154.26,62,4,2,FALSE,3,768,FALSE,,,,,0
